order_id,order_date,customer_id,country,product_category,marketing_channel,price,quantity,delivery_days,returned,revenue
63,2023-12-29,2844,UAE,Home,Facebook Ads,1085.45,1,5,0,1085.45
64,2023-05-26,6623,Germany,Sports,Organic,1079.24,2,4,0,2158.48
65,2024-01-03,1593,India,Beauty,TikTok Ads,1252.26,2,7,0,2504.52
66,2025-04-22,3641,Brazil,Beauty,Organic,1416.29,1,6,0,1416.29
67,2025-08-21,3552,India,Home,Organic,1409.54,3,8,0,4228.62
68,2025-07-20,9964,France,Clothing,Organic,1267.48,2,4,0,2534.96
69,2024-04-10,5615,USA,Electronics,Facebook Ads,325.5,4,8,1,1302.0
70,2024-06-02,7306,UK,Clothing,TikTok Ads,38.09,4,7,0,152.36
71,2023-11-11,5575,UK,Sports,Google Ads,746.22,3,3,0,2238.66
72,2025-03-16,5964,USA,Clothing,TikTok Ads,255.1,1,1,0,255.1
73,2024-08-26,5615,Canada,Sports,Google Ads,1409.44,4,9,0,5637.76
74,2023-09-10,6500,UK,Home,Organic,1211.17,1,3,0,1211.17
75,2023-01-11,4730,Brazil,Beauty,Organic,1152.14,2,1,0,2304.28
76,2023-03-06,4569,Canada,Home,TikTok Ads,1230.42,2,1,0,2460.84
77,2025-08-03,5200,USA,Home,TikTok Ads,1477.45,4,9,0,5909.8
78,2023-07-28,1753,Brazil,Sports,TikTok Ads,264.34,1,6,0,264.34
79,2023-08-04,8317,USA,Beauty,Organic,1053.62,3,9,0,3160.8599999999997
80,2023-05-21,5454,Brazil,Home,Google Ads,1330.26,2,8,0,2660.52
81,2024-05-21,5542,India,Electronics,Facebook Ads,765.89,3,1,0,2297.67
82,2025-06-05,9162,Canada,Home,Google Ads,731.19,4,6,0,2924.76
83,2023-12-10,9532,India,Sports,Facebook Ads,187.49,3,8,0,562.47
84,2024-06-13,1344,UAE,Beauty,TikTok Ads,468.7,2,9,1,937.4
85,2023-08-30,6274,India,Beauty,Organic,1396.04,1,1,0,1396.04
86,2025-09-08,8187,Germany,Clothing,Google Ads,1250.66,2,9,0,2501.32
87,2025-08-05,3413,India,Beauty,TikTok Ads,1417.65,2,6,0,2835.3
88,2023-02-05,3138,UAE,Home,Organic,139.51,4,5,0,558.04
89,2025-02-05,3067,UAE,Electronics,Email,552.92,2,4,0,1105.84
90,2024-03-26,2451,Brazil,Beauty,Email,692.52,4,7,1,2770.08
91,2024-09-11,3616,Brazil,Clothing,TikTok Ads,1134.32,3,8,0,3402.96
92,2024-05-13,2171,Brazil,Beauty,TikTok Ads,1419.6,1,2,0,1419.6
93,2024-03-11,8876,USA,Home,Organic,149.96,4,8,0,599.84
94,2023-01-16,6564,Canada,Clothing,Google Ads,1463.15,4,3,0,5852.6
95,2025-11-22,2993,India,Beauty,Google Ads,370.74,1,3,0,370.74
96,2024-07-09,3488,Brazil,Sports,Google Ads,162.14,2,4,1,324.28
97,2025-02-26,5720,USA,Sports,Email,1066.91,1,3,0,1066.91
98,2024-12-28,8311,UAE,Clothing,Google Ads,1253.34,1,1,1,1253.34
99,2025-03-29,7313,France,Beauty,Google Ads,1123.49,2,3,0,2246.98
100,2024-08-08,5235,Germany,Home,Email,1225.69,4,9,0,4902.76
101,2023-05-22,5913,Brazil,Sports,TikTok Ads,551.5,2,3,0,1103.0
102,2025-07-19,9554,Canada,Clothing,Google Ads,1374.35,2,8,0,2748.7
103,2023-03-18,1779,USA,Electronics,Facebook Ads,748.23,2,9,0,1496.46
104,2024-05-26,5776,India,Beauty,TikTok Ads,1390.07,3,6,0,4170.21
105,2023-05-06,8281,USA,Sports,Facebook Ads,975.63,3,4,0,2926.89
106,2024-05-08,3961,UAE,Beauty,Google Ads,1089.26,1,6,0,1089.26
107,2023-04-25,2474,UAE,Electronics,Facebook Ads,77.33,3,4,0,231.99
108,2025-10-11,8047,Germany,Beauty,Facebook Ads,1176.63,2,9,0,2353.26
109,2025-09-14,7483,Germany,Electronics,Email,493.15,3,8,0,1479.4499999999998
110,2025-12-02,2841,UK,Electronics,Facebook Ads,142.7,3,7,0,428.09999999999997
111,2025-12-02,7745,Brazil,Clothing,Email,31.03,4,8,0,124.12
112,2025-08-13,3879,UK,Beauty,Email,1188.34,3,5,1,3565.0199999999995
113,2023-01-18,5578,France,Sports,TikTok Ads,1117.26,2,2,0,2234.52
114,2024-01-19,7814,Brazil,Clothing,TikTok Ads,1042.09,2,3,0,2084.18
115,2025-04-29,4927,India,Home,Email,1078.17,1,6,1,1078.17
116,2024-09-22,9758,UAE,Beauty,Facebook Ads,371.33,1,8,0,371.33
117,2024-04-04,4772,USA,Electronics,Email,454.13,1,6,0,454.13
118,2025-03-22,5841,India,Beauty,Organic,30.76,4,4,0,123.04
119,2025-01-04,7469,Germany,Clothing,Organic,845.03,1,4,0,845.03
120,2024-12-22,7967,Germany,Home,Organic,588.25,1,7,1,588.25
121,2023-04-02,6813,UAE,Clothing,Email,612.73,1,7,0,612.73
122,2023-11-09,4037,Germany,Home,Google Ads,711.21,3,2,0,2133.63
123,2023-09-10,6650,India,Electronics,Organic,217.01,2,7,0,434.02
124,2025-09-05,9268,India,Sports,TikTok Ads,780.64,4,2,0,3122.56
125,2025-01-28,9125,Brazil,Beauty,Google Ads,1243.99,1,8,1,1243.99
126,2024-01-21,6564,UK,Clothing,Organic,490.94,4,4,0,1963.76
127,2025-07-23,3776,Brazil,Sports,TikTok Ads,229.56,3,8,0,688.6800000000001
128,2025-08-27,8759,Brazil,Sports,Google Ads,470.52,2,3,0,941.04
129,2025-09-13,2154,UK,Beauty,Email,252.04,4,3,0,1008.16
130,2023-04-25,3964,Germany,Beauty,TikTok Ads,157.58,2,4,0,315.16
131,2024-01-03,6245,Germany,Sports,Email,951.89,3,4,0,2855.67
132,2023-02-17,3768,Canada,Clothing,Google Ads,1467.16,4,3,0,5868.64
133,2023-03-01,7597,UAE,Sports,Organic,1043.04,4,6,0,4172.16
134,2024-08-19,3190,India,Clothing,Facebook Ads,1328.21,1,5,0,1328.21
135,2023-11-10,3181,USA,Beauty,Organic,61.25,2,4,0,122.5
136,2023-10-11,5965,Brazil,Home,Organic,429.28,4,5,0,1717.12
137,2025-10-26,5109,Brazil,Clothing,Organic,1252.49,2,6,0,2504.98
138,2025-09-06,4607,USA,Sports,Facebook Ads,759.38,2,1,0,1518.76
139,2024-12-06,1644,Canada,Sports,Email,1268.35,1,8,0,1268.35
140,2025-06-08,8548,Brazil,Home,Google Ads,322.23,3,6,0,966.69
141,2023-09-07,4902,Canada,Electronics,TikTok Ads,841.33,4,1,0,3365.32
142,2023-08-15,5592,UK,Beauty,Email,816.06,1,1,0,816.06
143,2023-01-01,3203,India,Clothing,Organic,1024.93,2,7,0,2049.86
144,2024-12-06,7203,India,Home,Facebook Ads,920.07,4,6,0,3680.28
145,2025-04-28,8873,Brazil,Electronics,Organic,854.28,4,9,0,3417.12
146,2023-07-26,6784,UAE,Clothing,Organic,219.73,1,8,0,219.73
147,2024-12-07,5342,Brazil,Beauty,Google Ads,150.06,4,2,0,600.24
148,2024-08-01,3176,Germany,Sports,Email,294.44,1,9,0,294.44
149,2024-05-06,7706,Germany,Sports,Facebook Ads,419.27,4,8,0,1677.08
150,2023-05-19,4637,UAE,Electronics,Facebook Ads,478.72,2,8,1,957.44
151,2024-07-09,8955,UAE,Clothing,Email,1048.65,1,7,0,1048.65
152,2025-06-13,1041,USA,Clothing,Facebook Ads,565.19,2,9,0,1130.38
153,2023-09-14,5925,Brazil,Beauty,Google Ads,670.5,1,3,0,670.5
154,2024-04-16,6621,Brazil,Clothing,Facebook Ads,1241.29,1,3,0,1241.29
155,2025-11-14,5716,UAE,Electronics,Facebook Ads,1287.11,3,8,1,3861.33
156,2024-05-02,5867,UK,Beauty,Google Ads,489.43,3,5,0,1468.29
157,2025-06-02,7989,USA,Home,Facebook Ads,310.83,2,9,0,621.66
158,2025-12-05,4012,USA,Electronics,Google Ads,1203.17,1,7,0,1203.17
159,2024-02-09,5162,France,Clothing,Organic,1163.91,3,1,0,3491.7300000000005
160,2023-07-13,5493,UK,Beauty,TikTok Ads,56.17,4,1,0,224.68
161,2025-09-26,9041,Germany,Home,Google Ads,1283.06,1,2,0,1283.06
162,2024-04-23,4948,Canada,Home,TikTok Ads,505.45,1,7,0,505.45
163,2025-01-13,6026,India,Electronics,TikTok Ads,1238.26,2,4,1,2476.52
164,2023-08-22,8491,UAE,Beauty,TikTok Ads,228.62,3,1,0,685.86
165,2024-07-29,4241,Brazil,Clothing,Email,690.62,4,8,0,2762.48
166,2025-12-18,8933,USA,Electronics,Facebook Ads,337.58,1,7,0,337.58
167,2025-11-03,7494,Canada,Sports,Facebook Ads,397.88,4,5,1,1591.52
168,2025-11-26,7144,Brazil,Home,Google Ads,702.46,2,9,0,1404.92
169,2024-05-22,8678,Germany,Home,Facebook Ads,267.47,3,8,0,802.4100000000001
170,2023-02-21,5656,Canada,Electronics,Email,1372.46,4,2,1,5489.84
171,2023-12-17,9634,Germany,Home,Organic,139.36,2,5,0,278.72
172,2025-11-20,7849,USA,Home,Facebook Ads,935.21,4,8,0,3740.84
173,2025-01-17,5669,USA,Beauty,Organic,355.96,2,4,0,711.92
174,2024-01-15,9045,France,Home,TikTok Ads,1401.66,4,6,0,5606.64
175,2025-10-17,8942,Brazil,Electronics,Email,762.9,2,6,0,1525.8
176,2023-07-28,7630,Brazil,Electronics,Facebook Ads,1052.66,3,3,0,3157.9800000000005
177,2023-08-16,8322,Canada,Sports,Facebook Ads,341.05,4,3,0,1364.2
178,2025-02-08,3947,UAE,Beauty,TikTok Ads,1286.33,1,6,0,1286.33
179,2025-09-18,4807,Brazil,Sports,TikTok Ads,1299.82,1,8,0,1299.82
180,2024-09-20,5390,France,Sports,Facebook Ads,1469.04,4,8,0,5876.16
181,2023-11-20,8401,UAE,Clothing,Organic,1320.65,4,5,0,5282.6
182,2023-08-27,3540,Canada,Electronics,Organic,677.48,3,3,1,2032.44
183,2024-10-01,8849,UAE,Home,Google Ads,1190.04,1,4,0,1190.04
184,2023-01-30,5719,France,Home,Google Ads,621.72,1,1,0,621.72
185,2025-01-08,3664,India,Home,Google Ads,746.82,2,9,1,1493.64
186,2023-05-13,5894,Germany,Electronics,Email,1291.98,4,9,1,5167.92
187,2024-12-18,9334,USA,Sports,Email,1019.0,2,9,0,2038.0
188,2024-09-20,6982,Canada,Beauty,Google Ads,1051.61,3,2,1,3154.83
189,2024-06-11,3666,Brazil,Clothing,TikTok Ads,27.23,2,8,0,54.46
190,2024-03-14,5830,Canada,Electronics,Facebook Ads,471.07,1,6,0,471.07
191,2024-11-29,7465,UAE,Home,Organic,1045.31,4,5,0,4181.24
192,2024-02-06,1944,Brazil,Clothing,Email,611.49,2,8,0,1222.98
193,2024-08-04,2682,Germany,Home,Facebook Ads,950.27,2,4,0,1900.54
194,2024-11-11,6272,UK,Beauty,Google Ads,1122.19,3,5,0,3366.57
195,2023-08-23,7887,Brazil,Clothing,Email,704.99,1,7,0,704.99
196,2024-06-18,7558,UAE,Beauty,Google Ads,783.67,1,5,1,783.67
197,2024-11-07,3842,India,Sports,Facebook Ads,1258.04,2,9,0,2516.08
198,2024-02-20,9812,USA,Beauty,Facebook Ads,358.54,3,1,0,1075.6200000000001
199,2025-05-03,3119,Germany,Sports,TikTok Ads,647.01,2,1,0,1294.02
200,2023-02-20,6617,Brazil,Beauty,Google Ads,815.08,1,7,0,815.08
201,2024-09-11,7634,Canada,Beauty,Google Ads,425.63,3,3,1,1276.8899999999999
202,2023-03-31,8569,USA,Sports,Facebook Ads,280.1,1,4,0,280.1
203,2024-04-07,3487,USA,Home,Google Ads,897.45,2,3,0,1794.9
204,2025-12-11,4599,UK,Sports,Organic,360.54,3,9,0,1081.6200000000001
205,2024-03-14,5294,Brazil,Beauty,Email,768.4,2,2,0,1536.8
206,2023-07-02,9358,Canada,Beauty,Facebook Ads,18.85,1,7,0,18.85
207,2025-05-25,9374,UAE,Beauty,Organic,467.54,4,1,0,1870.16
208,2023-10-01,8024,Brazil,Beauty,Organic,445.54,3,1,0,1336.6200000000001
209,2024-11-19,3683,UK,Sports,Organic,281.21,4,4,0,1124.84
210,2025-04-25,9151,Brazil,Beauty,Facebook Ads,1023.41,3,8,0,3070.23
211,2025-05-03,1860,Brazil,Beauty,Email,33.79,1,1,0,33.79
212,2023-07-02,6893,UAE,Beauty,Organic,866.42,1,4,0,866.42
213,2025-02-16,5144,Brazil,Home,Email,1323.79,1,6,0,1323.79
214,2025-03-15,3522,India,Sports,TikTok Ads,390.06,2,8,0,780.12
215,2025-12-19,6208,Germany,Home,Email,209.13,3,2,0,627.39
216,2023-11-19,2875,India,Sports,TikTok Ads,861.24,2,2,0,1722.48
217,2023-05-07,6979,Brazil,Sports,Google Ads,618.1,1,2,0,618.1
218,2023-06-07,7102,Brazil,Sports,Facebook Ads,459.78,4,1,0,1839.12
219,2023-09-02,6731,Germany,Beauty,Email,1141.21,2,6,0,2282.42
220,2023-07-06,2990,India,Home,Organic,702.14,2,6,0,1404.28
221,2025-09-08,2166,Germany,Home,Organic,1155.55,3,2,0,3466.6499999999996
222,2023-06-09,8199,UK,Home,Email,1151.68,2,7,0,2303.36
223,2023-02-28,4671,UAE,Electronics,TikTok Ads,89.44,1,1,0,89.44
224,2023-11-05,7421,USA,Beauty,TikTok Ads,297.11,2,3,0,594.22
225,2025-07-16,4974,Canada,Home,Email,705.28,1,2,0,705.28
226,2024-08-17,9804,India,Home,TikTok Ads,305.73,4,7,0,1222.92
227,2025-08-24,6143,France,Sports,TikTok Ads,659.01,2,6,0,1318.02
228,2025-04-23,3718,France,Beauty,TikTok Ads,709.73,3,4,0,2129.19
229,2025-05-24,9250,France,Beauty,Email,231.45,4,4,0,925.8
230,2025-12-25,3057,UAE,Electronics,Facebook Ads,50.59,1,7,0,50.59
231,2025-11-18,7298,Canada,Clothing,TikTok Ads,992.31,2,8,0,1984.62
232,2025-12-12,9721,France,Sports,TikTok Ads,935.41,3,5,0,2806.23
233,2024-05-01,1831,Germany,Clothing,TikTok Ads,556.71,4,6,0,2226.84
234,2023-12-05,8471,USA,Sports,Email,195.72,2,7,0,391.44
235,2024-08-12,6407,Canada,Sports,Google Ads,68.8,3,5,0,206.39999999999998
236,2024-02-19,9774,France,Beauty,Email,976.62,2,8,0,1953.24
237,2023-04-23,8445,Canada,Home,TikTok Ads,1274.35,1,3,0,1274.35
238,2024-12-05,1198,Brazil,Beauty,Email,1210.96,2,7,0,2421.92
239,2024-11-24,2607,UK,Electronics,Organic,922.59,4,9,0,3690.36
240,2024-07-28,7360,Germany,Sports,Google Ads,89.34,2,6,0,178.68
241,2024-06-08,5140,Germany,Clothing,TikTok Ads,261.4,4,2,0,1045.6
242,2023-12-31,4391,India,Clothing,TikTok Ads,406.78,3,5,0,1220.34
243,2023-12-26,8999,India,Sports,TikTok Ads,551.71,1,8,0,551.71
244,2023-10-18,5811,Brazil,Home,TikTok Ads,1463.91,3,5,1,4391.7300000000005
245,2025-04-28,8198,UK,Beauty,TikTok Ads,988.26,4,5,0,3953.04
246,2025-10-09,3557,USA,Beauty,Google Ads,1326.57,2,2,0,2653.14
247,2024-01-16,4069,Germany,Beauty,Organic,158.07,1,8,0,158.07
248,2024-11-15,1711,UAE,Sports,Organic,59.6,2,2,0,119.2
249,2024-10-28,5891,UK,Electronics,TikTok Ads,208.15,2,4,0,416.3
250,2023-10-12,4448,India,Home,TikTok Ads,1430.42,3,9,0,4291.26
251,2023-07-16,9917,Germany,Home,Facebook Ads,1326.42,2,7,0,2652.84
252,2024-02-17,1721,Germany,Electronics,Organic,15.13,3,5,0,45.39
253,2024-02-22,5937,Canada,Sports,TikTok Ads,352.98,1,9,0,352.98
254,2024-03-05,1240,UAE,Clothing,TikTok Ads,94.02,1,1,0,94.02
255,2025-05-29,2789,Brazil,Electronics,Organic,566.58,3,6,0,1699.7400000000002
256,2024-04-11,9110,India,Beauty,Email,1340.83,4,7,1,5363.32
257,2025-07-01,8852,France,Home,Organic,702.09,3,9,1,2106.27
258,2023-03-27,8418,UK,Home,Google Ads,518.89,2,9,1,1037.78
259,2023-03-10,3015,Germany,Home,TikTok Ads,779.81,3,5,0,2339.43
260,2024-07-21,4623,India,Clothing,Facebook Ads,1165.19,4,5,0,4660.76
261,2025-12-18,7658,UK,Home,Email,146.59,1,7,0,146.59
262,2025-08-15,5342,Brazil,Clothing,Facebook Ads,1184.27,3,9,1,3552.81
263,2023-08-02,2023,USA,Electronics,TikTok Ads,393.72,4,6,0,1574.88
264,2025-01-23,4728,India,Sports,Google Ads,1050.18,3,4,0,3150.54
265,2024-12-22,3778,UK,Beauty,TikTok Ads,1446.04,3,7,0,4338.12
266,2025-10-10,9793,UAE,Electronics,Email,709.12,4,9,0,2836.48
267,2025-09-06,1206,USA,Electronics,Organic,38.18,4,4,0,152.72
268,2023-08-27,4504,Germany,Home,Google Ads,676.56,2,7,0,1353.12
269,2025-05-26,5300,France,Electronics,Organic,655.76,4,9,0,2623.04
270,2023-01-18,7405,UK,Clothing,Facebook Ads,1206.67,3,8,0,3620.01
271,2024-10-30,5611,UAE,Beauty,TikTok Ads,1479.56,3,6,0,4438.68
272,2025-01-13,6071,Canada,Home,Organic,1494.87,4,5,0,5979.48
273,2025-11-02,4716,UAE,Home,TikTok Ads,456.8,4,5,0,1827.2
274,2024-06-04,7415,USA,Electronics,Email,1350.97,3,7,0,4052.91
275,2023-03-01,9328,France,Electronics,Google Ads,20.3,3,4,0,60.900000000000006
276,2025-06-09,7181,USA,Clothing,Organic,589.8,1,9,0,589.8
277,2025-06-08,7180,Canada,Electronics,Email,960.16,3,4,0,2880.48
278,2023-09-09,8724,Germany,Home,Organic,1447.84,1,2,0,1447.84
279,2025-08-06,1672,France,Sports,Google Ads,583.1,2,8,0,1166.2
280,2024-01-25,7995,Canada,Home,Facebook Ads,1330.71,2,3,0,2661.42
281,2023-10-09,8092,France,Electronics,Organic,1234.12,1,7,0,1234.12
282,2023-07-29,9584,Germany,Home,TikTok Ads,113.96,1,4,0,113.96
283,2024-02-20,5528,UAE,Sports,Google Ads,285.82,3,8,0,857.46
284,2025-08-28,3074,Canada,Home,Facebook Ads,296.11,4,2,0,1184.44
285,2025-04-25,9878,Brazil,Beauty,Google Ads,781.22,2,1,0,1562.44
286,2024-06-27,4040,France,Home,TikTok Ads,1112.14,3,9,0,3336.42
287,2023-04-05,8017,UK,Beauty,TikTok Ads,1123.58,3,8,0,3370.74
288,2024-09-16,4549,Canada,Beauty,Google Ads,1016.35,3,7,0,3049.05
289,2024-06-09,3315,Brazil,Clothing,Email,586.33,2,2,0,1172.66
290,2024-03-16,3362,Germany,Home,Organic,1405.73,4,8,0,5622.92
291,2023-08-20,4332,USA,Sports,Facebook Ads,256.27,3,6,0,768.81
292,2023-01-09,3303,Canada,Clothing,TikTok Ads,165.43,2,6,0,330.86
293,2023-02-04,5181,India,Beauty,Facebook Ads,1403.8,1,7,0,1403.8
294,2025-03-10,6914,Canada,Home,Facebook Ads,1337.9,1,5,0,1337.9
295,2024-04-24,3199,UAE,Clothing,Google Ads,408.05,4,3,0,1632.2
296,2024-06-01,4552,Germany,Beauty,Email,972.88,3,8,0,2918.64
297,2025-06-02,6179,UAE,Electronics,Organic,244.35,2,8,0,488.7
298,2023-08-17,3323,France,Beauty,Organic,749.24,3,9,0,2247.7200000000003
299,2024-01-27,5611,UAE,Home,TikTok Ads,323.28,1,1,1,323.28
300,2025-08-02,3418,USA,Clothing,Google Ads,837.86,1,8,0,837.86
301,2025-10-26,9106,France,Electronics,Facebook Ads,126.33,2,7,0,252.66
302,2024-05-26,5308,Canada,Electronics,Google Ads,798.24,4,3,0,3192.96
303,2023-12-09,1392,Germany,Home,TikTok Ads,1295.73,4,6,0,5182.92
304,2024-03-14,9409,UK,Clothing,TikTok Ads,93.04,2,5,0,186.08
305,2024-09-29,4682,Germany,Electronics,Google Ads,894.6,1,6,0,894.6
306,2024-09-09,7515,India,Electronics,Google Ads,735.68,4,5,0,2942.72
307,2025-12-18,8228,France,Electronics,TikTok Ads,368.91,4,2,0,1475.64
308,2024-01-09,5840,UK,Electronics,Google Ads,392.76,2,5,0,785.52
309,2025-01-30,2923,UK,Sports,Organic,534.27,2,5,0,1068.54
310,2024-03-21,3853,UK,Sports,Facebook Ads,217.29,3,9,0,651.87
311,2023-01-31,8890,Brazil,Electronics,TikTok Ads,1410.93,2,1,0,2821.86
312,2024-05-06,4381,USA,Beauty,Facebook Ads,295.32,4,4,0,1181.28
313,2025-01-19,9868,Brazil,Electronics,Facebook Ads,804.04,2,3,0,1608.08
314,2023-09-24,7578,France,Sports,TikTok Ads,141.72,4,5,1,566.88
315,2023-10-04,2758,Canada,Home,Organic,1023.42,1,9,0,1023.42
316,2024-03-04,6229,Germany,Beauty,Email,858.24,2,9,0,1716.48
317,2023-12-25,1455,UAE,Clothing,TikTok Ads,1030.21,1,5,0,1030.21
318,2025-11-03,7672,Canada,Sports,Google Ads,15.56,3,1,0,46.68
319,2023-01-04,1262,Germany,Beauty,Organic,1083.23,1,3,0,1083.23
320,2024-10-28,5323,USA,Home,Email,1173.11,4,9,0,4692.44
321,2025-05-09,2224,France,Sports,TikTok Ads,911.9,3,5,0,2735.7
322,2025-08-03,4626,France,Beauty,Facebook Ads,930.27,3,2,0,2790.81
323,2023-01-20,4563,USA,Home,Organic,148.52,1,5,0,148.52
324,2024-10-06,9326,Germany,Electronics,Facebook Ads,733.22,3,9,0,2199.66
325,2025-09-27,1156,Canada,Clothing,Facebook Ads,531.03,2,3,0,1062.06
326,2024-04-30,1072,UAE,Home,TikTok Ads,1000.61,1,7,0,1000.61
327,2024-12-07,9727,UK,Clothing,Facebook Ads,761.21,3,6,0,2283.63
328,2024-08-03,3772,USA,Home,Facebook Ads,1160.46,3,7,0,3481.38
329,2025-06-21,4599,France,Sports,Organic,769.76,1,8,0,769.76
330,2023-07-24,5525,USA,Home,Organic,863.66,3,7,0,2590.98
331,2025-05-18,4953,India,Electronics,TikTok Ads,1009.19,2,4,0,2018.38
332,2024-08-02,1500,France,Sports,Email,209.76,2,6,0,419.52
333,2025-05-16,5992,UAE,Home,Google Ads,914.14,2,7,0,1828.28
334,2023-04-25,3406,Canada,Home,Organic,1135.12,4,4,0,4540.48
335,2024-03-22,1739,UK,Sports,Organic,958.05,2,5,0,1916.1
336,2023-06-23,1952,UAE,Home,Email,1235.98,4,6,1,4943.92
337,2023-01-08,3107,Germany,Home,Organic,1021.13,3,7,0,3063.39
338,2025-11-06,4056,Germany,Electronics,TikTok Ads,836.27,4,9,1,3345.08
